,馬名,年月日,競馬場,R,レース名,距離,天候馬場,馬番,人気,着順,タイム,差/事故,上3F,コーナー通過順,体重,騎手,負担重量,調教師,獲得賞金（円）
12,ヤーラシカ,19/3/2,佐賀,11,スターレット特選 ３歳,1750,曇/良,8,4,2/11,1:58.0,0.0,40.1,1-1-1,455,山口勲,54.0,池田忠,"90,000"
13,ヤーラシカ,19/2/17,佐賀,11,ポーラスター特選 ３歳,1400,晴/良,4,2,2/7,1:32.4,0.3,39.4,1-1-1,456,山口勲,54.0,池田忠,"90,000"
14,ヤーラシカ,19/2/3,佐賀,10,背振山特選 ３歳,1400,雨/不良,8,3,5/9,1:31.3,0.8,41.0,2-2-2,461,山口勲,54.0,池田忠,"14,000"
15,ヤーラシカ,19/1/20,佐賀,12,花吹雪賞,1800,晴/良,10,5,6/10,2:03.1,3.3,42.8,3-2-4,454,山口勲,54.0,池田忠,0
16,ヤーラシカ,19/1/3,佐賀,10,初夢特選 ３歳,1750,晴/良,8,4,9/12,2:01.4,4.2,44.0,1-1-4,457,山下裕,54.0,池田忠,0
17,ヤーラシカ,18/12/16,佐賀,3,２歳−３組 ２歳,1400,雨/稍重,11,3,1/12,1:31.0,0.5,39.7,1-1-1,449,山下裕,54.0,池田忠,"290,000"
18,ヤーラシカ,18/11/15,門別,2,２歳　牝馬未勝利 ２歳,1000,曇/稍重,4,5,2/12,1:02.4,0.1,37.8,2-1,444,阿部龍,54.0,柳澤好,"100,000"
19,ヤーラシカ,18/11/1,門別,2,２歳　牝馬未勝利 ２歳,1000,晴/稍重,3,6,3/11,1:02.2,0.2,37.5,5-4,452,阿部龍,54.0,柳澤好,"75,000"
20,ヤーラシカ,18/10/18,門別,1,２歳　未勝利 ２歳,1000,曇/稍重,7,6,7/12,1:03.2,0.4,38.4,4-5,448,阿部龍,54.0,柳澤好,0
21,ヤーラシカ,18/10/4,門別,3,２歳　未勝利 ２歳,1200,晴/稍重,4,3,11/12,1:20.2,3.8,43.5,1-4,462,桑村真,54.0,柳澤好,0
22,ヤーラシカ,18/8/30,門別,2,２歳　牝馬未勝利 ２歳,1000,雨/稍重,5,8,3/10,1:02.9,1.7,38.3,4-4,464,阿部龍,54.0,柳澤好,"75,000"
23,ヤーラシカ,18/8/9,門別,2,２歳　未勝利 ２歳,1000,曇/良,1,4,6/7,1:03.8,0.7,38.5,5-6,458,井上俊,54.0,柳澤好,0
24,ヤーラシカ,18/7/18,門別,1,２歳　未勝利 ２歳,1000,曇/良,10,5,6/10,1:03.6,1.5,39.0,4-3,460,井上俊,54.0,柳澤好,0
25,ヤーラシカ,18/7/5,門別,6,ＪＲＡ認定アタックチャレンジ ２歳,1200,雨/不良,8,5,8/8,1:20.3,4.3,42.7,5-6,460,岩橋勇,54.0,柳澤好,0
26,ヤーラシカ,18/6/13,門別,4,ＪＲＡ認定フレッシュチャレンジ ２歳,1000,雨/不良,7,4,5/8,1:04.0,1.0,39.7,2-2,452,黒澤愛,54.0,柳澤好,"75,000"
0,マイネルレヴリー,19/10/25,川崎☆,9,よこすかカレー大使記念 Ｃ１(一),1500,曇/不良,2,10,6/11,1:38.4,2.2,41.6,10-10-9,479,繁田健,56.0,宇野博,0
1,マイネルレヴリー,19/10/11,浦和,10,秋陽（しゅうよう）特別 Ｃ１(一),1500,雨/重,2,5,10/12,1:37.2,2.7,40.6,4-6-7,489,繁田健,56.0,宇野博,0
2,マイネルレヴリー,19/9/12,浦和,10,朝露（あさつゆ）特別 Ｃ１(二),1400,晴/稍重,2,7,4/11,1:30.0,0.4,38.6,5-6-5,482,半澤慶,56.0,宇野博,"300,000"
3,マイネルレヴリー,19/9/6,川崎☆,12,ＪＡＺＺ　ＪＡＣＫ　ＤＡＹ！記念 Ｃ１(一),1600,晴/稍重,6,7,4/9,1:45.6,0.9,40.5,6-6-5,475,内田利,56.0,宇野博,"300,000"
4,マイネルレヴリー,19/8/16,浦和,9,朝顔（あさがお）特別 Ｃ１(二),1400,曇/良,9,9,6/12,1:30.0,1.8,39.1,8-7-7,477,半澤慶,56.0,宇野博,0
5,マイネルレヴリー,19/8/10,船橋☆,10,ちばクラフト青空ビアガーデン開催記念 Ｃ１(一),1600,晴/良,4,10,9/12,1:45.5,1.9,40.9,3-3-3,475,張田昂,56.0,宇野博,0
6,マイネルレヴリー,19/7/26,浦和,12,文月（ふみづき）特別 Ｃ１(二),1500,晴/良,3,6,6/12,1:37.2,1.5,39.7,5-5-6,474,秋元耕,56.0,宇野博,0
7,マイネルレヴリー,19/7/18,川崎☆,7,かに座特別 Ｃ１(二),1500,晴/重,3,5,4/6,1:38.4,1.4,39.6,4-3-3,469,秋元耕,56.0,宇野博,"300,000"
8,マイネルレヴリー,19/7/1,浦和,12,夏椿（なつつばき）特別 Ｂ３(四)Ｃ１(一),1400,曇/重,12,10,5/12,1:31.0,1.9,40.5,2-2-4,480,秋元耕,55.0,宇野博,"240,000"
9,マイネルレヴリー,19/5/29,浦和,8,「加須市合併１０周年記念」賞 Ｃ１,800,曇/良,1,8,10/11,50.3,3.3,36.3,11-11,495,秋元耕,56.0,宇野数,0
10,マイネルレヴリー,18/12/28,中山,8,３歳上,1200,晴/良,9,13,12/16,1:13.2,1.9,39.2,10-12,466,柴田大,56.0,栗田博,0
11,マイネルレヴリー,18/10/21,新潟,8,３歳上,1200,晴/稍重,2,10,9/13,1:13.6,1.9,38.1,12-12,468,藤田菜,53.0,栗田博,0
12,マイネルレヴリー,18/9/29,中山,12,３歳上,1200,小雨/重,15,13,15/16,1:12.9,2.0,38.0,8-10,458,柴田大,55.0,栗田博,0
13,マイネルレヴリー,18/4/14,中山,6,３歳,1200/芝,曇/良,10,13,14/16,1:10.5,1.6,34.9,14-14,452,柴田大,56.0,栗田博,0
14,マイネルレヴリー,18/3/18,中京,10,沈丁花賞 ,1400,晴/良,3,12,15/15,1:27.5,2.1,37.4,11-11,452,丹内祐,56.0,栗田博,0
15,マイネルレヴリー,18/2/24,阪神,5,３歳,1400,晴/良,4,8,7/10,1:26.6,2.1,37.3,7-8,448,和田竜,56.0,栗田博,0
16,マイネルレヴリー,18/1/20,中山,7,３歳,1200,曇/稍重,9,9,9/14,1:13.2,1.5,37.2,14-14,452,柴田大,56.0,栗田博,0
17,マイネルレヴリー,17/12/16,中山,1,２歳,1200,晴/良,10,2,1/16,1:13.5,0.0,38.4,9-7,448,柴田大,55.0,栗田博,"5,000,000"
18,マイネルレヴリー,17/11/26,東京,2,２歳,1600,晴/稍重,10,5,7/16,1:40.4,2.0,39.0,2-2,454,柴田大,55.0,栗田博,0
19,マイネルレヴリー,17/11/5,東京,1,２歳,1600,晴/良,4,4,5/16,1:41.0,1.2,38.3,9-13,452,柴田大,55.0,栗田博,"500,000"
20,マイネルレヴリー,17/10/15,京都,4,２歳,1200,雨/稍重,13,10,3/16,1:14.0,1.2,37.1,10-10,458,三浦皇,55.0,栗田博,"1,800,000"
0,エクセレンワールド,19/10/25,川崎☆,11,ヨコスカネイビーバーガー記念 Ｂ３(三),1500,曇/不良,9,4,1/13,1:37.0,0.2,42.5,1-1-1,448,藤田凌,55.0,山田質,"2,400,000"
1,エクセレンワールド,19/10/11,浦和,9,埼玉新聞創刊７５周年記念 Ｂ３(四),1400,雨/重,5,6,11/12,1:31.6,4.1,42.6,2-3-6,447,笹川翼,56.0,山田質,0
2,エクセレンワールド,19/9/4,川崎☆,12,（株）よみうりランド創立記念杯 Ｃ１(二),1500,曇/不良,6,6,1/10,1:37.6,0.1,40.2,1-1-1,444,福原杏,53.0,山田質,"2,000,000"
3,エクセレンワールド,19/8/5,川崎☆,12,やまなみ五湖「宮ヶ瀬湖」杯 Ｃ１(二),1500,晴/良,8,7,10/11,1:40.3,3.4,44.3,3-3-4,442,藤本現,56.0,山田質,0
4,エクセレンワールド,19/7/18,川崎☆,9, Ｃ１(四)(五),1400,晴/重,5,4,1/10,1:32.6,0.1,40.8,1-1-1,450,赤岡修,56.0,山田質,"1,200,000"
